angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
4.904394,52,MAXI J1836-194,18:35:43,-19:19:10,13.9456207,-5.35432173,V=16.33Â±0.08,V>19.5,7Â±3,1.01E-9,<4.9,278.92979199339,-19.32067233529,0.0077618,0.0053590,60.43,4092464402695366656,278.92979071030,0.4049,-19.32069252366,0.3720,0.5475,0.4103,1.3342,4.551,-0.272,0.447,-4.542,0.368,182,0.9615,202.55,0.000,0.000e+00,95,1.4239,0.0997,14,1.050,0,2.65079e+02,1.30073e+00,19.628927,1.04603e+02,6.89619e+00,20.289679,2.41583e+02,18.790228,1.306,1.499451,,,0,,,84812789297675495,,,,0.005998,0.071634,0.036561,19.627831,0.005993,2.65347e+02,0.036,7.2504,6.0329,0.3093
4.966567,52,MAXI J1836-194,18:35:43,-19:19:10,13.9456207,-5.35432173,V=16.33Â±0.08,V>19.5,7Â±3,1.01E-9,<4.9,278.92797895361,-19.32024883531,0.0093208,0.0054913,54.52,4092464299616188416,278.92796004493,0.4608,-19.32026161477,0.4351,-0.0239,0.4265,-0.0561,4.938,-4.015,0.504,-2.875,0.424,164,0.3218,172.08,0.834,6.664e-01,95,1.3599,0.1014,14,1.016,0,2.73240e+02,1.21218e+00,19.596006,1.04792e+02,4.96902e+00,20.287718,2.09506e+02,18.944902,1.150,1.342815,,,0,,,84812789279645988,,,,0.005549,0.051559,0.051562,19.596760,0.005552,2.73050e+02,-0.102,8.2319,7.0191,0.4640
2.255157,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,235.82160090689,-56.41434945722,0.0239459,0.0173884,68.67,5884240474106833536,235.82155315941,0.7399,-56.41438219221,0.6374,0.3925,1.3184,0.2977,9.464,-5.943,1.433,-7.365,1.149,270,4.3003,397.01,3.571,4.235e+00,95,0.9193,0.2128,16,1.192,0,1.04118e+02,7.79033e-01,20.643549,2.46291e+01,5.45569e+00,21.859922,1.02032e+02,19.726055,1.217,2.133867,,,0,,,,,,,0.008578,0.240522,0.119622,20.632394,0.008500,1.05194e+02,-0.137,23.1851,18.3906,0.2154
3.088801,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,235.82231989183,-56.41364413875,0.0088559,0.0082773,104.34,5884240474106548736,235.82228428234,0.3208,-56.41366341588,0.3276,-0.6384,0.6099,-1.0467,6.201,-4.432,0.550,-4.337,0.522,351,0.2954,397.14,0.000,0.000e+00,95,1.1190,0.0914,17,1.010,0,1.87934e+02,8.56404e-01,20.002352,3.46120e+01,4.11142e+00,21.490477,2.47624e+02,18.763412,1.502,2.727064,,,0,,,,,,,0.005663,0.129001,0.029126,19.980861,0.005579,1.91691e+02,0.061,8.8215,8.3140,-0.0324
4.065530,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,235.81913236525,-56.41451335886,0.0037246,0.0033760,89.19,5884240469817629184,235.81908113313,0.1274,-56.41453387649,0.1282,-0.0084,0.2455,-0.0340,7.872,-6.377,0.230,-4.616,0.210,598,-1.7022,732.18,0.644,2.449e+00,95,1.0685,0.0367,19,0.950,0,5.53878e+02,1.06845e+00,18.828833,4.84275e+01,5.46743e+00,21.125813,9.28817e+02,17.328070,1.764,3.797743,,,0,,,,,353603780,,0.003461,0.122611,0.008484,18.803242,0.003432,5.67087e+02,0.170,3.7245,3.3760,0.0028
4.488497,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,235.82298247104,-56.41426452038,0.0200153,0.0138710,146.40,5884240474107132416,235.82298108928,0.5864,-56.41428374764,0.6285,1.5173,1.1014,1.3776,4.330,-0.172,1.010,-4.326,1.163,274,0.3374,290.06,0.638,1.370e-01,95,1.5949,0.1563,16,1.013,0,1.20050e+02,8.37827e-01,20.488960,,,,,,,,,,0,,,,,,,0.008063,,,20.488960,0.008063,1.20050e+02,,16.0052,18.3535,-0.3267
4.725322,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,235.82122519749,-56.41259432410,0.0078444,0.0077107,76.34,5884240474106549120,235.82119338900,0.2874,-56.41260897607,0.2802,0.3033,0.5140,0.5899,5.152,-3.959,0.489,-3.297,0.483,339,1.7048,402.78,1.076,1.222e+00,95,1.2923,0.0822,18,1.066,0,2.34095e+02,8.65924e-01,19.763887,3.87781e+01,4.20926e+00,21.367077,2.99965e+02,18.555220,1.447,2.811857,,,0,,,,,,,0.004870,0.117887,0.026761,19.741049,0.004802,2.39071e+02,-0.006,7.8370,7.7182,0.0079
2.437728,50,Swift J1357.2-0933,13:57:17,-9:32:39,328.7018426,50.00430936,r'=16.3Â±0.05,râ=21.71Â±0.08,â¥6 / >2.29,2.23E-10,2.8Â±0.3,209.32014907917,-9.54411013542,0.0013202,0.0012244,16.44,3615597791550052736,209.32014907917,1.2323,-9.54411013542,1.3128,,,,,,,,,95,1.3389,108.43,0.000,0.000e+00,3,,,8,,0,1.01284e+02,1.84937e+00,20.673517,6.04189e+01,1.24805e+01,20.885610,8.32402e+01,19.947062,1.418,0.938549,,,0,,,96542093201847501,1237671956450378475,109708045,,0.020015,0.224293,0.185304,20.673517,0.020015,1.01284e+02,0.207,1.2323,1.3128,0.0409
1.634440,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06232613444,-22.34264679857,0.0019844,0.0012008,68.59,4070425035675924352,268.06231765646,0.1004,-22.34266547297,0.0814,-0.1067,0.1157,-0.9218,4.557,-1.764,0.118,-4.202,0.080,283,-1.0527,397.73,0.326,2.434e+00,95,1.1782,0.0219,17,0.954,0,2.34763e+03,5.41038e+00,17.260794,5.47750e+02,2.39347e+01,18.492085,3.68037e+03,15.833166,1.801,2.658918,,,0,,,81182680623379122,,183157833,,0.003722,0.047525,0.018350,17.240423,0.003691,2.39209e+03,0.371,1.8987,1.3321,0.3354
1.722010,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06297966806,-22.34204341585,0.0266929,0.0116190,57.60,4070425031419419520,268.06296664211,1.2823,-22.34206341057,1.0833,-0.2336,1.0583,-0.2208,5.252,-2.711,1.432,-4.499,1.033,164,2.3741,214.66,2.586,2.121e+00,95,1.3962,0.2393,12,1.134,0,1.50939e+02,2.60531e+00,20.240360,,,,,,,,,,0,,,,,,,0.018942,,,20.240360,0.018942,1.50939e+02,,23.3824,17.3429,0.6443
1.750135,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06224526863,-22.34179698242,0.0018523,0.0011340,68.44,4070425031419355904,268.06221714123,0.0951,-22.34182008354,0.0742,0.1444,0.1091,1.3232,7.828,-5.854,0.110,-5.198,0.075,281,-1.2311,259.44,0.000,1.210e-15,31,,,17,0.947,0,2.26841e+03,2.18027e+00,17.298063,4.26282e+02,8.68627e+00,18.764301,2.69619e+03,16.171019,1.377,2.593283,,,0,,,81192680622410145,,,,0.002946,0.022299,0.011309,17.298063,0.002946,2.26841e+03,-0.044,1.7724,1.2552,0.3295
3.131676,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06175126522,-22.34274867386,0.0119229,0.0059658,59.00,4070423553950626560,268.06175110223,0.5674,-22.34277119603,0.4956,-0.8157,0.5517,-1.4785,5.068,-0.034,0.655,-5.067,0.477,219,5.0651,371.98,2.209,6.542e+00,95,1.2232,0.1143,14,1.253,0,3.35140e+02,1.88629e+00,19.374302,,,,,,,,,,0,,,81182680617688992,,,,0.006703,,,19.374302,0.006703,3.35140e+02,,10.6715,7.9916,0.5517
3.155186,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06264118003,-22.34308888064,0.0025211,0.0015582,69.04,4070423558207167744,268.06262112389,0.1320,-22.34312925114,0.1058,0.2213,0.1521,1.4548,9.996,-4.174,0.150,-9.083,0.103,285,1.3002,381.23,0.433,2.606e+00,95,1.2364,0.0282,17,1.054,0,1.56764e+03,2.88354e+00,17.699253,,,,,,,,,,0,,,81182680625818633,,,,0.003403,,,17.699253,0.003403,1.56764e+03,,2.4194,1.7119,0.3168
4.220216,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06224782682,-22.34337106684,0.0031870,0.0013361,56.98,4070423558314611200,268.06224782682,2.7698,-22.34337106684,2.0665,,,,,,,,,132,24.2270,1033.90,9.107,5.136e+01,3,,,10,,0,2.46933e+02,4.43851e+00,19.705917,,,,,,,,,,0,,,,,,,0.019709,,,19.705917,0.019709,2.46933e+02,,2.7698,2.0665,0.6682
4.366807,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06349603137,-22.34143314028,0.0041672,0.0009364,49.00,4070425035816249088,268.06349603137,3.2045,-22.34143314028,2.8237,,,,,,,,,141,8.2580,321.53,4.772,9.721e+00,3,,,10,,0,1.73890e+02,3.93127e+00,20.086681,1.32867e+02,1.78235e+01,20.030003,3.78200e+02,18.303590,2.939,1.726412,,,0,,,81192680634420609,,,,0.024700,0.145674,0.109355,20.086681,0.024700,1.73890e+02,1.641,3.2045,2.8237,0.9022
4.401689,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06375615465,-22.34184134976,0.0019653,0.0011226,48.67,4070425035783364480,268.06375615465,1.6515,-22.34184134976,1.5477,,,,,,,,,66,0.4235,65.10,0.548,7.331e-02,3,,,7,,0,1.55810e+02,4.63789e+00,20.205875,5.57440e+01,1.48701e+01,20.973047,4.60158e+02,18.090628,3.311,2.882420,,,0,,,,,,,0.032435,0.289642,0.090197,20.205875,0.032435,1.55810e+02,1.848,1.6515,1.5477,0.5049
4.574700,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06150392291,-22.34134700556,0.0034250,0.0021021,72.16,4070425035783374720,268.06148444743,0.1969,-22.34138632201,0.1554,-0.0665,0.2231,-0.2980,9.730,-4.053,0.208,-8.846,0.135,255,4.1527,404.52,0.688,4.380e+00,95,1.2625,0.0388,15,1.190,0,1.15677e+03,2.42613e+00,18.029251,2.69162e+02,1.26566e+01,19.263508,1.75892e+03,16.634780,1.753,2.628727,,,0,,,81192680615110680,,,,0.003575,0.051130,0.021944,18.009386,0.003548,1.17813e+03,0.328,3.3233,2.2595,0.2840
4.812539,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,268.06316451664,-22.34340936573,0.0038385,0.0022350,66.28,4070425035783358848,268.06316417778,0.1964,-22.34342418792,0.1558,0.0518,0.2287,0.2265,3.336,-0.071,0.226,-3.335,0.154,271,1.2132,312.40,0.231,3.372e-01,95,1.3633,0.0415,17,1.052,0,8.36277e+02,1.94182e+00,18.381493,,,,,,,,,,0,,,81182680631768204,,,,0.003735,,,18.381493,0.003735,8.36277e+02,,3.6275,2.5634,0.3857
1.654649,46,Swift J1539.2-6227,15:39:12,-62:28:02,321.0186501,-5.64277055,uvw2=18.07Â±0.03,iâ>19.8,,6.47E-9,,234.80095726253,-62.46709793457,0.0034059,0.0032486,163.39,5827204476677407488,234.80091268728,0.1338,-62.46710940703,0.1459,0.4868,0.1864,2.6113,5.306,-4.636,0.202,-2.581,0.214,349,1.2386,391.62,0.378,7.687e-01,95,1.4281,0.0402,21,1.047,0,6.31440e+02,1.16843e+00,18.686537,2.63150e+02,5.58310e+00,19.288034,5.80188e+02,17.838974,1.336,1.449060,,,0,,,,,,,0.003410,0.023204,0.022745,18.686074,0.003410,6.31709e+02,0.071,3.2618,3.3934,-0.0259
3.185121,46,Swift J1539.2-6227,15:39:12,-62:28:02,321.0186501,-5.64277055,uvw2=18.07Â±0.03,iâ>19.8,,6.47E-9,,234.79857670295,-62.46781377351,0.0043618,0.0040694,175.78,5827204472379312896,234.79853166463,0.1610,-62.46782687991,0.1709,0.1195,0.2234,0.5347,5.535,-4.684,0.253,-2.949,0.275,391,0.0679,402.27,0.000,0.000e+00,95,1.4372,0.0487,23,1.002,0,4.22397e+02,9.61677e-01,19.123064,1.23311e+02,4.92769e+00,20.111040,4.79038e+02,18.046970,1.426,2.064070,,,0,,,,,,,0.003702,0.043477,0.014577,19.113138,0.003687,4.26277e+02,0.082,4.0710,4.3602,-0.0102
3.972531,46,Swift J1539.2-6227,15:39:12,-62:28:02,321.0186501,-5.64277055,uvw2=18.07Â±0.03,iâ>19.8,,6.47E-9,,234.79878421790,-62.46817187118,0.0037661,0.0028247,82.98,5827204476677406976,234.79878421790,3.7538,-62.46817187118,2.8411,,,,,,,,,50,2.3896,70.78,7.119,2.637e+00,3,,,6,,0,7.55644e+01,1.58120e+00,20.991575,,,,,,,,,,0,,,,,,,0.022886,,,20.991575,0.022886,7.55644e+01,,3.7538,2.8411,0.0706
1.882877,45,Swift J1842.5-1124,18:42:17,-11:25:04,21.7270436,-3.17903051,Ks=16.75Â±0.05,Ksâ¼19.25,,9.85E-9,,280.57042602124,-11.41811563857,0.0180448,0.0086442,54.91,4106813647947660288,280.57041054544,0.8098,-11.41813925583,0.7735,1.7796,0.7580,2.3476,6.316,-3.413,0.945,-5.314,0.753,119,-0.3050,112.66,0.602,3.944e-01,95,1.5481,0.2019,10,0.977,0,1.96216e+02,1.29951e+00,19.955532,5.25078e+01,1.60132e+01,21.037983,1.93360e+02,19.031980,1.253,2.006002,,,0,,,94292805704518600,,,,0.007701,0.331126,0.139808,19.946616,0.007646,1.97834e+02,-0.083,15.5790,12.5550,0.6034
3.219959,45,Swift J1842.5-1124,18:42:17,-11:25:04,21.7270436,-3.17903051,Ks=16.75Â±0.05,Ksâ¼19.25,,9.85E-9,,280.57014318572,-11.41719265250,0.0100486,0.0071904,78.06,4106813647908004352,280.57014772832,0.4860,-11.41719878641,0.4725,0.6698,0.5988,1.1185,1.705,1.002,0.620,-1.380,0.453,138,0.0961,138.58,0.000,0.000e+00,95,1.5685,0.1555,12,1.003,0,2.21135e+02,1.17806e+00,19.825724,4.93681e+01,8.07648e+00,21.104927,1.92646e+02,19.035995,1.094,2.068932,,,0,,,94292805701409787,,,,0.006407,0.177645,0.056725,19.815713,0.006359,2.23183e+02,-0.250,9.9431,7.3357,0.1368
4.465139,45,Swift J1842.5-1124,18:42:17,-11:25:04,21.7270436,-3.17903051,Ks=16.75Â±0.05,Ksâ¼19.25,,9.85E-9,,280.57044495953,-11.41659732829,0.0051882,0.0013809,40.86,4106813647917841024,280.57044495953,3.5515,-11.41659732829,4.0264,,,,,,,,,60,2.1200,79.51,2.679,8.810e-01,3,,,5,,0,8.69767e+01,1.54461e+00,20.838860,3.73706e+01,6.87111e+00,21.407217,6.61058e+01,20.197296,1.190,1.209921,,,0,,,94302805704630492,,,,0.019477,0.199648,0.138200,20.838860,0.019477,8.69767e+01,-0.048,3.5515,4.0264,0.8654
2.638565,44,Swift J174540.2-290005,17:45:40,-29:00:06,359.9494702,-0.04315833,Ks>19.55,,,4.98E-12,,266.41600812919,-29.00121338844,0.0033636,0.0008184,52.61,4057481825310783104,266.41600812919,2.7183,-29.00121338844,2.1435,,,,,,,,,193,3.9164,273.77,3.224,3.347e+00,3,,,11,,0,9.97565e+01,8.81668e-01,20.690014,3.49167e+01,5.56796e+00,21.480960,1.31209e+02,19.452986,1.665,2.027975,,,0,,,73192664160228913,,,,0.009984,0.173158,0.087814,20.690014,0.009984,9.97565e+01,0.327,2.7183,2.1435,0.8813
3.691962,43,IGR J17497-2821,17:49:38,-28:21:18,0.9531046,-0.45275798,Ks=17.8Â±0.2,,,1.09E-9,,267.40720267389,-28.35475159453,0.0008558,0.0005288,74.17,4057612392326868352,267.40720262448,0.0443,-28.35475409591,0.0342,0.4410,0.0507,8.6941,0.563,-0.010,0.052,-0.563,0.033,394,0.6502,422.97,0.000,0.000e+00,31,,,19,1.023,0,6.18729e+03,3.26226e+00,16.208616,2.20179e+03,9.21497e+00,16.981604,5.85092e+03,15.329835,1.301,1.651769,,,0,,,73972674072074586,,165362454,,0.002814,0.005332,0.004233,16.208616,0.002814,6.18729e+03,0.013,0.8359,0.5598,0.2540
0.821210,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43315796834,-33.01906328695,0.0075123,0.0054997,68.24,4045481137009856000,274.43314778823,0.3894,-33.01908112040,0.3583,0.2673,0.3880,0.6889,4.448,-1.921,0.444,-4.013,0.349,233,-1.5335,203.42,0.000,0.000e+00,95,1.5986,0.0957,15,0.927,0,2.62362e+02,1.14704e+00,19.640114,1.60706e+02,1.47493e+01,19.823462,1.47181e+02,19.328264,1.174,0.495197,,,0,,,,,,,0.005489,0.099686,0.089028,19.642607,0.005498,2.61760e+02,-0.005,7.2688,5.8177,0.2132
3.202447,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43279167154,-33.01965377843,0.0085287,0.0051264,57.47,4045481137009852928,274.43279089453,0.3516,-33.01967915330,0.3291,0.0318,0.3412,0.0931,5.711,-0.147,0.472,-5.709,0.381,229,0.5740,248.09,0.000,0.000e+00,31,,,16,1.026,0,2.70245e+02,1.03351e+00,19.607973,1.21404e+02,6.89207e+00,20.127960,1.78160e+02,19.120872,1.108,1.007088,,,0,,,,,,,0.004983,0.061700,0.036642,19.607973,0.004983,2.70245e+02,-0.109,7.7008,6.3021,0.4340
3.840882,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43210167562,-33.01862101241,0.0045487,0.0024087,53.30,4045481137009875712,274.43207810516,0.1810,-33.01865831194,0.1618,0.2255,0.1957,1.1525,9.498,-4.447,0.243,-8.392,0.204,250,0.0150,255.36,0.000,0.000e+00,31,,,16,0.999,0,5.75377e+02,1.18647e+00,18.787487,2.84543e+02,7.82461e+00,19.203173,3.76763e+02,18.307724,1.149,0.895449,,,0,,,,,,,0.003550,0.029987,0.027809,18.787487,0.003550,5.75377e+02,-0.058,3.9209,3.3345,0.5456
3.840990,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43452565325,-33.01851624795,0.0066786,0.0048972,70.40,4045481137009845888,274.43451495686,0.3315,-33.01851409958,0.3034,0.5933,0.3367,1.7619,2.075,-2.018,0.398,0.483,0.309,238,-0.6682,226.26,0.000,0.000e+00,95,1.6156,0.0834,16,0.968,0,2.87759e+02,1.07686e+00,19.539793,1.41941e+02,1.51504e+01,19.958275,2.46336e+02,18.769073,1.349,1.189201,,,0,,,,,,,0.004909,0.115923,0.121342,19.541992,0.004916,2.87177e+02,0.114,6.5025,5.1287,0.1954
4.202468,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43291319582,-33.01777596138,0.0191596,0.0102297,52.48,4045481137009884032,274.43289549989,0.7900,-33.01779026653,0.7515,0.8620,0.6229,1.3839,4.637,-3.339,1.005,-3.219,0.859,156,0.3097,164.63,1.136,6.299e-01,95,1.4307,0.1742,11,1.016,0,1.51319e+02,1.03172e+00,20.237633,,,,,,,,,,0,,,,,,,0.007899,,,20.237633,0.007899,1.51319e+02,,16.4236,14.2127,0.5431
4.270771,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,274.43457724402,-33.01945414051,0.0047598,0.0035301,71.29,4045481137009834880,274.43457268626,0.2337,-33.01948159101,0.2170,-0.3052,0.2471,-1.2348,6.236,-0.860,0.285,-6.176,0.221,252,0.0819,259.55,0.385,4.167e-01,31,,,16,1.002,0,4.35766e+02,1.10251e+00,19.089235,1.76138e+02,8.15046e+00,19.723911,3.22898e+02,18.475231,1.145,1.248680,,,0,,,,,,,0.003891,0.050318,0.031182,19.089235,0.003891,4.35766e+02,-0.096,4.6483,3.6756,0.1812
1.984522,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,274.59952531087,-24.53867599634,0.0009452,0.0007123,83.57,4065299971536722432,274.59952486664,0.0500,-24.53870094228,0.0436,0.1534,0.0534,2.8754,5.614,-0.091,0.058,-5.613,0.043,210,1.5590,247.41,0.000,1.404e-15,31,,,15,1.076,0,6.11234e+03,5.66002e+00,16.221848,1.57313e+03,1.50477e+01,17.346630,7.00763e+03,15.133967,1.404,2.212663,,,0,,,78552745995783598,,238530773,,0.002933,0.010754,0.005982,16.221848,0.002933,6.11234e+03,0.039,0.9426,0.7157,0.0637
3.280083,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,274.59901450583,-24.53849604748,0.0481219,0.0098712,48.95,4065299967162459648,274.59901450583,36.8626,-24.53849604748,32.4700,,,,,,,,,84,52.0941,4199.80,60.229,5.446e+02,3,,,9,,0,2.16067e+02,1.70732e+00,19.850897,,,,,,,,,,0,,,78552745988794201,,,,0.009011,,,19.850897,0.009011,2.16067e+02,,36.8626,32.4700,0.9179
3.656507,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,274.59983928417,-24.53933845261,0.0142413,0.0107685,82.31,4065299967282321536,274.59983484437,0.7647,-24.53936462269,0.7085,1.2898,0.8977,1.4368,5.958,-0.909,0.880,-5.888,0.660,176,13.2667,600.14,4.466,1.950e+01,95,1.2392,0.1876,13,1.797,0,2.50999e+02,2.19385e+00,19.688189,,,,,,,,,,0,,,78552745998203062,,,,0.009882,,,19.688189,0.009882,2.50999e+02,,14.1866,10.8405,0.0749
4.407992,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,274.60050905282,-24.53946683245,0.0035127,0.0025609,77.13,4065299971488532992,274.60049916676,0.1935,-24.53947640270,0.1725,0.2282,0.2142,1.0654,2.955,-2.023,0.215,-2.153,0.158,211,6.3777,374.41,0.938,6.703e+00,95,1.5504,0.0482,14,1.329,0,9.94394e+02,3.57773e+00,18.193470,6.51725e+02,8.56728e+01,18.303381,1.38942e+03,16.890808,2.053,1.412573,,,0,,,78552746005002965,,,,0.004780,0.142753,0.037266,18.193444,0.004780,9.94418e+02,0.793,3.4717,2.6163,0.1382
