angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
4.354319,39,Swift J1753.5-0127,17:53:28,-1:27:06,24.8976155,12.18607327,Râ¼15.85,V>21.0,â¼6Â±2,5.64E-9,3.244Â±0.001,268.36787448601,-1.45173793202,0.0014919,0.0013185,50.87,4178766135477201408,268.36787888657,0.0622,-1.45175364344,0.0568,0.1385,0.0874,1.5836,3.671,0.990,0.089,-3.535,0.085,236,-0.0370,239.04,0.000,0.000e+00,31,,,16,0.997,0,3.88130e+03,2.45482e+01,16.714924,1.99874e+03,1.45016e+02,17.086653,2.46303e+03,16.269218,1.150,0.817434,,,0,,,106252683678758385,,202694185,443211369,0.007399,0.078823,0.021824,16.714924,0.007399,3.88130e+03,-0.052,1.4254,1.3902,0.1204
1.058766,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,257.44201959819,-36.46575629236,0.0024808,0.0004552,66.91,5976897040539464320,257.44201959819,2.2890,-36.46575629236,1.0593,,,,,,,,,284,2.9493,353.85,2.455,3.966e+00,3,,,9,,0,1.34704e+02,8.38710e-01,20.363914,,,,,,,,,,0,,,,,,,0.007300,,,20.363914,0.007300,1.34704e+02,,2.2890,1.0593,0.8849
1.598201,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,257.44220771083,-36.46592144172,0.0040424,0.0029387,95.06,5976897036239826432,257.44218731789,0.2004,-36.46592880811,0.1048,0.1140,0.2303,0.4953,4.045,-3.690,0.251,-1.657,0.181,537,8.5317,1030.04,1.108,1.011e+01,95,1.2055,0.0376,19,1.272,0,8.01722e+02,1.66879e+00,18.427307,1.35556e+02,5.10607e+00,20.008250,1.27194e+03,16.986727,1.756,3.021523,,,0,,,,,135942473,,0.003564,0.040992,0.008020,18.401716,0.003530,8.20843e+02,0.271,4.0350,2.9489,-0.0569
2.835929,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,257.44182944774,-36.46661013786,0.0223242,0.0138393,84.93,5976897040539462144,257.44181150326,1.0622,-36.46662815398,0.4876,0.5695,0.9866,0.5772,5.194,-3.247,1.401,-4.054,0.852,389,5.1132,579.03,3.470,5.377e+00,95,1.4503,0.1819,15,1.189,0,1.24795e+02,8.79796e-01,20.446875,4.23711e+01,7.31231e+00,21.270868,1.03235e+02,19.713327,1.167,1.557541,,,0,,,,,,,0.008135,0.187395,0.017748,20.445009,0.008123,1.25010e+02,-0.110,22.2703,13.9257,0.0872
4.122818,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,257.44281727890,-36.46650809785,0.0138618,0.0103342,82.11,5976897040539457536,257.44279865474,0.7125,-36.46653530569,0.3666,-0.6228,0.6999,-0.8898,6.988,-3.370,0.853,-6.122,0.637,460,3.3476,617.34,1.756,1.844e+00,95,1.2522,0.1303,18,1.112,0,1.44895e+02,6.92619e-01,20.284730,3.15805e+01,6.64153e+00,21.589993,2.15914e+02,18.912193,1.708,2.677799,,,0,,,,,,,0.005876,0.228352,0.047530,20.264046,0.005790,1.47682e+02,0.275,13.8037,10.4118,0.0808
1.144866,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,257.28332687445,-36.40690424631,0.0082019,0.0046464,113.13,5976921951360352768,257.28332581722,0.3018,-36.40691232472,0.1589,-0.3660,0.3418,-1.0708,1.828,-0.191,0.484,-1.818,0.328,435,0.0253,484.66,0.657,1.212e+00,95,1.2109,0.0550,15,1.000,0,3.92697e+02,8.74026e-01,19.202225,8.19597e+01,5.43081e+00,20.554543,5.14325e+02,17.969800,1.518,2.584742,,,0,,,,,135941924,,0.003665,0.071997,0.013536,19.183106,0.003637,3.99673e+02,0.099,7.7601,5.3517,-0.3974
3.606981,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,257.28411321975,-36.40800319593,0.0235482,0.0149520,84.33,5976921951382731904,257.28413071074,0.9610,-36.40799215144,0.4953,-2.0574,0.8673,-2.3723,4.026,3.167,1.437,2.485,0.918,422,1.1856,504.44,1.867,2.042e+00,95,1.2036,0.1407,14,1.041,0,1.37205e+02,7.33458e-01,20.343940,3.93821e+01,4.19691e+00,21.350296,2.52208e+02,18.743498,2.125,2.606798,,,0,,,,,,,0.006425,0.115739,0.031231,20.324446,0.006332,1.39691e+02,0.703,23.4796,15.0595,0.0920
4.733027,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,257.28170860731,-36.40708559732,0.0036034,0.0010691,85.67,5976921951382731520,257.28170860731,3.5941,-36.40708559732,1.1002,,,,,,,,,230,3.9641,319.16,2.660,3.249e+00,3,,,5,,0,1.71600e+02,4.99474e+00,20.101074,6.37901e+01,7.55636e+00,20.826658,4.01624e+02,18.238348,2.712,2.588310,,,0,,,,,,,0.031722,0.128643,0.025382,20.101074,0.031722,1.71600e+02,1.292,3.5941,1.1002,0.2254
4.895374,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,257.28395643399,-36.40595824536,0.0035206,0.0006499,71.65,5976922054440373376,257.28395643399,3.3479,-36.40595824536,1.2684,,,,,,,,,251,1.9341,290.70,2.009,1.465e+00,3,,,9,,0,9.88238e+01,8.87637e-01,20.700212,3.31108e+01,5.36726e+00,21.538618,1.30870e+02,19.455800,1.659,2.082819,,,0,,,,,,,0.010134,0.176020,0.077015,20.700212,0.010134,9.88238e+01,0.313,3.3479,1.2684,0.8424
4.962719,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,257.28441008706,-36.40829431472,0.0137513,0.0017896,73.23,5976921951382732032,257.28441008706,13.1768,-36.40829431472,4.3211,,,,,,,,,52,1.1565,58.35,0.000,0.000e+00,3,,,3,,0,7.01320e+01,2.24669e+00,21.072577,,,,,,,,,,0,,,,,,,0.034891,,,21.072577,0.034891,7.01320e+01,,13.1768,4.3211,0.9018
3.038789,36,"XTE J1720-318 
V1228 Sco",17:19:59,-31:45:01,354.6237198,3.10128253,Ksâ¼17.15,,6.5Â±3.5,1.06E-8,,259.99553521305,-31.75108291956,0.0058590,0.0008788,66.44,5979640390832235392,259.99553521305,5.3820,-31.75108291956,2.4768,,,,,,,,,108,1.4854,125.06,2.149,6.971e-01,3,,,8,,0,1.01666e+02,1.19460e+00,20.669428,3.95064e+01,6.00993e+00,21.346874,1.37659e+02,19.400887,1.743,1.945988,,,0,,,,,,,0.013052,0.165192,0.110776,20.669428,0.013052,1.01666e+02,0.415,5.3820,2.4768,0.9224
3.915866,35,XTE J1908+094,19:08:53,9:23:05,43.2633756,0.43407857,I>22,Hâ¼20.08Â±0.04,6.5Â±3.5,3.77E-9,,287.21978341505,9.38439031781,0.0092707,0.0067516,52.67,4309172509490329856,287.21977794604,0.4150,9.38436595987,0.3926,1.3471,0.4241,3.1759,5.613,-1.214,0.538,-5.481,0.495,220,-0.2654,219.14,0.000,1.374e-15,95,1.3455,0.1001,15,0.986,0,2.09674e+02,1.01715e+00,19.883505,3.31717e+01,3.25541e+00,21.536625,2.62702e+02,18.699238,1.411,2.837387,,,0,,,119262872197781750,,,,0.005944,0.106589,0.031965,19.860273,0.005846,2.14209e+02,-0.046,8.4322,7.7734,0.2969
2.050008,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,257.90488668405,-38.11839153483,0.0078503,0.0012381,66.98,5973177495780065664,257.90488668405,7.2413,-38.11839153483,3.2749,,,,,,,,,144,3.0904,196.32,4.628,2.315e+00,3,,,6,,0,7.72386e+01,1.08973e+00,20.967781,,,,,,,,,,0,,,,,,,0.015564,,,20.967781,0.015564,7.72386e+01,,7.2413,3.2749,0.9122
2.235802,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,257.90479281511,-38.11871154354,0.0124811,0.0075931,86.82,5973177495794993792,257.90476224356,0.6051,-38.11873726865,0.2743,1.0491,0.5937,1.7670,7.924,-5.412,0.783,-5.788,0.466,575,4.0811,848.15,2.306,5.967e+00,95,0.9408,0.0899,15,1.123,0,2.27377e+02,1.33135e+00,19.795504,2.92790e+01,3.81196e+00,21.672152,7.42678e+02,17.570894,3.395,4.101257,,,0,,,,,135628397,,0.006929,0.141384,0.015400,19.769913,0.006793,2.32799e+02,1.761,12.4690,7.6129,0.0572
3.613504,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,257.90487815146,-38.11916651869,0.0115637,0.0068870,72.45,5973177495794993664,257.90489452572,0.5316,-38.11916359858,0.2744,1.1740,0.5018,2.3393,2.972,2.898,0.695,0.657,0.454,617,1.0017,742.39,1.525,2.198e+00,95,1.0121,0.0896,19,1.028,0,1.82829e+02,6.85901e-01,20.032251,,,,5.43239e+02,17.910418,,,,,0,,,,,,,0.004918,,0.293561,20.032251,0.004918,1.82829e+02,,11.2194,7.4346,0.2974
4.609329,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,257.90462505272,-38.11710480186,0.0195703,0.0091417,72.26,5973177491491228288,257.90460487592,0.7804,-38.11710863442,0.3834,0.4579,0.6461,0.7087,3.674,-3.572,1.166,-0.862,0.643,514,2.2884,653.43,1.977,2.842e+00,95,1.1643,0.1103,15,1.072,0,1.56639e+02,6.40289e-01,20.200117,2.65059e+01,5.15658e+00,21.780188,2.46561e+02,18.768085,1.743,3.012102,,,0,,,,,135628399,,0.005224,0.211243,0.029774,20.174526,0.005136,1.60375e+02,0.261,18.8467,10.5531,0.4369
1.847718,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,252.50338059984,-49.96213431782,0.0109626,0.0083353,102.78,5937599120570293248,252.50336712003,0.4551,-49.96215772087,0.2976,0.7868,0.5121,1.5366,5.616,-1.951,0.671,-5.266,0.523,307,0.1497,317.69,0.000,0.000e+00,95,1.5156,0.1099,18,1.005,0,1.91297e+02,1.12566e+00,19.983093,6.16637e+01,4.44134e+00,20.863468,2.61748e+02,18.703186,1.691,2.160282,,,0,,,,,,,0.006958,0.078250,0.019855,19.971470,0.006895,1.93356e+02,0.333,10.8489,8.4827,-0.1188
3.101578,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,252.50540605870,-49.96189574213,0.0052449,0.0038369,103.43,5937599154973476224,252.50538882229,0.2136,-49.96190219869,0.1419,0.4975,0.2464,2.0185,2.887,-2.495,0.322,-1.453,0.242,349,0.9108,390.63,0.418,5.929e-01,95,1.3477,0.0517,20,1.034,0,4.74183e+02,9.14339e-01,18.997503,1.40904e+02,4.27998e+00,19.966234,4.46125e+02,18.124254,1.238,1.841980,,,0,,,,,,,0.003460,0.033097,0.016749,18.991348,0.003453,4.76879e+02,-0.076,5.1787,3.9258,-0.1421
3.793907,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,252.50533588389,-49.96296040135,0.0039647,0.0010268,59.05,5937599120575892608,252.50533588389,3.4408,-49.96296040135,2.2212,,,,,,,,,62,1.1640,69.59,3.370,1.179e+00,3,,,6,,0,8.83947e+01,1.37448e+00,20.821300,2.50607e+01,7.66027e+00,21.841059,1.01132e+02,19.735680,1.428,2.105379,,,0,,,,,,,0.017106,0.331887,0.139567,20.821300,0.017106,8.83947e+01,0.078,3.4408,2.2212,0.8463
4.750642,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,252.50601528882,-49.96279424744,0.0136747,0.0014686,86.01,5937599120575892736,252.50601528882,13.6419,-49.96279424744,1.7468,,,,,,,,,94,6.3155,201.50,7.325,1.011e+01,3,,,6,,0,9.25118e+01,2.28726e+00,20.771873,5.25391e+01,1.01633e+00,21.037334,1.36497e+02,19.410084,2.043,1.627251,,,0,,,,,,,0.026985,0.021187,0.125467,20.771873,0.026985,9.25118e+01,0.758,13.6419,1.7468,0.5383
2.099474,32,"XTE J1118+480 
KV UMa",11:18:11,48:02:12,157.661162,62.32056579,I=13.6Â±0.1,iâ=19.0Â±0.2,1.72Â±0.1,4.99E-10,4.0784088Â±5E-07,169.54497100854,48.03675409170,0.0033860,0.0024067,169.85,789430249033567744,169.54485066920,0.1370,48.03672437092,0.1791,0.1605,0.2653,0.6049,19.300,-18.105,0.155,-6.687,0.217,816,2.3338,941.43,0.602,1.140e+00,95,1.4926,0.0437,24,1.058,0,3.54255e+02,1.42479e+00,19.314075,1.64106e+02,5.20068e+00,19.800734,2.75301e+02,18.648375,1.240,1.152359,,,0,,,165641695449314841,1237658203433271409,,691223994,0.005163,0.034521,0.023878,19.316559,0.005172,3.53446e+02,0.009,2.4431,3.3599,-0.1199
0.451802,31,"XTE J1859+226 
V406 Vul",18:58:42,22:39:29,54.046082,8.60760698,Râ¼15.2,R=22.54Â±0.07,12.5Â±1.5,3.35E-8,6.58Â±0.05,284.67486665287,22.65808020795,0.0079238,0.0055567,174.69,4532919724132142976,284.67488986974,0.2421,22.65806074132,0.4031,0.9908,0.5077,1.9516,6.513,4.821,0.345,-4.380,0.489,721,0.5824,799.10,0.800,4.760e-01,95,1.2898,0.0903,26,1.015,0,1.34395e+02,5.20891e-01,20.366411,3.26944e+01,2.60266e+00,21.552359,1.66767e+02,19.192623,1.484,2.359736,,,0,,,135192846748980248,,,,0.005030,0.086476,0.030096,20.351232,0.004981,1.36287e+02,0.098,5.5813,7.9066,-0.0667
2.278006,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84096803794,-25.40689782348,0.0101125,0.0052186,61.82,4053096384771470720,274.84094475226,0.3984,-25.40690557025,0.3505,0.7458,0.4629,1.6113,5.043,-4.733,0.569,-1.743,0.405,128,-0.3062,123.28,0.000,0.000e+00,95,1.3695,0.1056,11,0.978,0,4.02882e+02,1.70239e+00,19.174423,,,,,,,,,,0,,,,,,,0.005352,,,19.174423,0.005352,4.02882e+02,,9.2481,6.6309,0.5093
2.506052,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84240790042,-25.40713497555,0.0306556,0.0010689,46.26,4053096384771474176,274.84240790042,22.1588,-25.40713497555,21.2108,,,,,,,,,62,2.3491,85.07,2.993,1.861e+00,3,,,5,,0,1.98448e+02,3.13260e+00,19.943249,,,,,,,,,,0,,,,,,,0.017359,,,19.943249,0.017359,1.98448e+02,,22.1588,21.2108,0.9976
3.441931,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84131314223,-25.40604325754,0.0206302,0.0021767,126.44,4053096388919092608,274.84131314223,16.6477,-25.40604325754,12.3772,,,,,,,,,53,-0.6953,40.90,0.000,0.000e+00,3,,,4,,0,2.01024e+02,1.75733e+00,19.929245,,,,,,,,,,0,,,,,,,0.009883,,,19.929245,0.009883,2.01024e+02,,16.6477,12.3772,-0.9760
3.739728,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84264300538,-25.40749341678,0.0026526,0.0018756,65.17,4053096384771357952,274.84265183958,0.1285,-25.40752370972,0.1268,1.0633,0.1633,6.5130,7.048,1.795,0.156,-6.816,0.122,184,-0.0859,185.40,0.000,0.000e+00,95,1.4021,0.0318,14,0.994,0,1.47416e+03,2.16756e+00,17.766005,,,,,,,,,,0,,,,,238080704,,0.003184,,,17.766005,0.003184,1.47416e+03,,2.5330,2.0343,0.2602
3.920740,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84272807327,-25.40642780204,0.0011162,0.0007095,105.18,4053096384771475712,274.84272807327,1.0931,-25.40642780204,0.7446,,,,,,,,,71,2.2421,94.41,2.237,2.382e+00,3,,,5,,0,3.06539e+02,1.82673e+00,19.471153,,,,,,,,,,0,,,,,,,0.007032,,,19.471153,0.007032,3.06539e+02,,1.0931,0.7446,-0.2306
3.939094,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84090524739,-25.40609343504,0.0058378,0.0037089,76.90,4053096384771753856,274.84090666116,0.2712,-25.40611455692,0.2460,0.1755,0.3540,0.4957,4.761,0.287,0.356,-4.752,0.233,188,0.9608,208.62,0.492,5.519e-01,95,1.4345,0.0700,14,1.049,0,5.43444e+02,2.91414e+00,18.849480,3.70699e+02,3.41033e+01,18.915989,6.28491e+02,17.752150,1.839,1.163839,,,0,,,77512748409483012,,,,0.006441,0.099924,0.058886,18.851877,0.006453,5.42246e+02,0.606,5.7477,3.8470,0.2029
4.556730,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,274.84257305884,-25.40790975912,0.0016706,0.0013063,82.11,4053096388934183040,274.84257938133,0.0838,-25.40792111427,0.0828,0.7884,0.1181,6.6779,2.860,1.285,0.104,-2.555,0.079,197,1.1494,222.40,0.171,5.955e-01,95,1.4464,0.0212,15,1.058,0,2.69772e+03,5.52645e+00,17.109873,1.24994e+03,3.42083e+01,17.596320,3.00925e+03,16.051750,1.579,1.544569,,,0,,,77512748426390945,,238080704,,0.003541,0.029845,0.033511,17.108183,0.003539,2.70193e+03,0.303,1.6645,1.3141,0.0674
2.758788,29,XTE J2012+381,20:12:38,38:11:01,75.3883359,2.2470781,R=20.0Â±0.2,Ks=20.1Â±0.2,,7.77E-9,,303.15859362951,38.18434962322,0.0067922,0.0062196,14.60,2061673637409839616,303.15858347386,0.2948,38.18433972096,0.3133,0.4131,0.3826,1.0797,2.862,-1.796,0.387,-2.228,0.420,376,-0.1724,385.51,0.000,0.000e+00,95,1.2991,0.0903,26,0.993,0,1.74668e+02,7.07974e-01,20.081831,3.15029e+01,4.99675e+00,21.592667,2.51165e+02,18.747997,1.618,2.844669,,,0,,,153823031586021835,,,,0.005192,0.172234,0.027692,20.058488,0.005113,1.78464e+02,0.160,6.2575,6.7573,0.0430
2.847458,29,XTE J2012+381,20:12:38,38:11:01,75.3883359,2.2470781,R=20.0Â±0.2,Ks=20.1Â±0.2,,7.77E-9,,303.15733032739,38.18354747836,0.0012613,0.0011591,12.40,2061673641720429312,303.15730783536,0.0555,38.18351819815,0.0598,0.1859,0.0719,2.5850,7.696,-3.978,0.072,-6.588,0.078,418,1.8534,488.93,0.216,1.114e+00,31,,,27,1.064,0,1.85351e+03,1.41301e+00,17.517378,7.17680e+02,6.78306e+00,18.198715,1.65555e+03,16.700537,1.280,1.498179,,,0,,,153823031573040878,,,641402554,0.002877,0.010634,0.006277,17.517378,0.002877,1.85351e+03,0.010,1.1641,1.2568,0.0354
4.482355,28,XTE J1748-288,17:48:05,-28:28:26,0.6755628,-0.22203244,,,â¥8,1.61E-8,,267.02223929247,-28.47404007478,0.0016761,0.0011328,79.51,4057514462766544384,267.02224157453,0.0900,-28.47404679091,0.0708,0.1915,0.1038,1.8447,1.577,0.451,0.102,-1.511,0.069,338,0.1330,1259.68,0.558,2.693e+01,31,,,16,1.004,0,7.36569e+03,4.28670e+01,16.019333,2.25755e+02,1.18941e+01,19.454450,1.45217e+04,14.342855,2.002,5.111596,,,0,,,73832670222471374,,165330241,,0.006893,0.057271,0.004469,16.019333,0.006893,7.36569e+03,0.226,1.6609,1.1549,0.1424
2.797174,27,"XTE J1550-564 
V381 Nor",15:50:59,-56:28:35,325.8824005,-1.82687035,Vâ¼16.6,V=22.0Â±0.2,4.5Â±0.5,1.61E-7,37.0088Â±0.0001,237.74443246696,-56.47646066250,0.0349440,0.0246218,54.19,5884099221246440064,237.74438024214,1.4128,-56.47647617519,1.3058,2.3470,2.5819,0.9090,7.369,-6.490,1.957,-3.490,1.738,104,1.1512,117.75,0.000,0.000e+00,95,0.9515,0.3646,10,1.080,0,8.93103e+01,1.39021e+00,20.810112,2.15053e+01,4.18318e+00,22.007180,9.40623e+01,19.814358,1.294,2.192822,,,0,,,,,,,0.017124,0.211215,0.117050,20.797910,0.016937,9.03197e+01,-0.068,31.7892,28.5791,0.3211
1.559020,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87039656591,-32.47727244719,0.0034742,0.0014044,51.76,4043540017871783808,268.87039656591,2.8639,-32.47727244719,2.4168,,,,,,,,,61,1.6604,74.66,2.240,6.149e-01,3,,,6,,0,8.87094e+01,1.76642e+00,20.817442,,,,,,,,,,0,,,,,,,0.021795,,,20.817442,0.021795,8.87094e+01,,2.8639,2.4168,0.7093
2.505075,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87061327216,-32.47817063373,0.0382380,0.0017337,47.51,4043540013581690112,268.87061327216,28.2196,-32.47817063373,25.8612,,,,,,,,,69,1.0880,76.36,0.766,1.940e-01,3,,,5,,0,1.47276e+02,2.61100e+00,20.267040,,,,,,,,,,0,,,,,,,0.019445,,,20.267040,0.019445,1.47276e+02,,28.2196,25.8612,0.9959
2.676394,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87082626922,-32.47824341902,0.0048418,0.0027264,66.59,4043540017869317376,268.87082135817,0.2634,-32.47826220672,0.2127,-0.0554,0.2405,-0.2305,4.329,-0.932,0.282,-4.227,0.187,333,4.2691,517.89,1.004,5.179e+00,95,1.2241,0.0468,16,1.170,0,6.61982e+02,1.45857e+00,18.635252,1.73254e+02,9.65894e+00,19.741835,9.24295e+02,17.333368,1.658,2.408466,,,0,,,,,157013164,,0.003649,0.060594,0.018784,18.619207,0.003626,6.71837e+02,0.265,4.5733,3.1561,0.4045
3.169356,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87185854209,-32.47766451947,0.0601083,0.0025194,62.41,4043540017917789568,268.87185854209,53.2840,-32.47766451947,27.9315,,,,,,,,,42,1.4336,49.93,3.082,1.456e+00,3,,,3,,0,1.08055e+02,2.24187e+00,20.603258,,,,,,,,,,0,,,,,,,0.022694,,,20.603258,0.022694,1.08055e+02,,53.2840,27.9315,0.9948
3.334988,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87085097729,-32.47657373395,0.0044906,0.0031396,90.72,4043540013586897408,268.87083775419,0.2406,-32.47659702407,0.2176,-0.0279,0.3135,-0.0891,5.810,-2.510,0.277,-5.240,0.186,217,1.3663,265.60,0.633,1.906e+00,95,1.2764,0.0500,14,1.066,0,7.47768e+02,2.33490e+00,18.502949,,,,,,,,,,0,,,,,,,0.004369,,,18.502949,0.004369,7.47768e+02,,4.4904,3.1399,-0.0092
